urls,features
http://www.pisqr.net/medic/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php,"[0, 0, 5, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]"
http://nyhsarjusljhbkxfqgkzrlwnke-dot-glossy-premise-306016.uk.r.appspot.com/,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]"
https://http://https://mailchimp.com/https://monkey-https://rewards/?https://aid=https://06e8e417e35f7391ea4a666cd&https://afl=https://1,"[0, 0, 5, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://nbsnoticias.com.mx/prim,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
http://turinfo.pro/administrator/components/com_contact/tradekey.com/index.html,"[0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://rt.com/in-vision/christians-celebrate-good-friday/good-friday-central-sydney/,"[0, 0, 3, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
http://demiepayne.ga/office365/bf5ba2142c8aea408e8c074b1806d539/authentication.php,"[0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://www.ringcentral.com/office/features/rcmobile/overview.html?BMID=BLOGNEW,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://mail.google.com/https://a/https://maynard.k12.ma.us,"[0, 0, 6, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://sbi.mx/page/41/786/accountSummary.php,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
https://http://https://store.apple.com/https://be-https://fr-https://business/https://product/https://MD564/https://superdrive-https://usb-https://apple,"[0, 0, 14, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://http://https://wcupa.edu/_https://services/https://campusrec/https://jobs.aspx,"[0, 0, 8, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://http://https://store.apple.com/https://ca/https://accessories/https://all-https://accessories/https://digital-https://cameras?https://f=https://ipad3gen-https://ipadmini1&https://fh=https://409e%https://2B357f%https://2B357d,"[0, 0, 12, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://docs.google.com/forms/d/e/1FAIpQLSfpz-d1xY39MgiAGUJwdOz9Y67SZt_2cgyv58h3M8SqvhL6oQ/viewform,"[0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://plarium.com/fr/jeux-de-strategie/stormfall-age-of-war/actualites/nouveaute-quetes-quotidiennes/,"[0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://dmrcoop.com/wp-content/plugins/login-with-ajax/index.html,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
http://bestblackhatforum.com/Thread-%E2%9D%B6%E2%9D%B6%E2%9D%B6UNIQUE-SERVICE%E2%9D%B6%E2%9D%B6%E2%9D%B6-Stock-Images-Video-footage-from-ShutterStock?page=4,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://creativemarket.com/mucahitgayiran/83407-Art-Equipments-Scene-Generator-V4/screenshots/,"[0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://www.wikipedia.org/?https://title=https://Aiuto:https://Modello_https://Scheda,"[0, 0, 2, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://helpdesk-barry.sitey.me/,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0]"
https://ocb.com.vn,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
http://correios.com.br/Para-governo/governo-federal-e-estadual/solucoes-de-atendimento-aos-cidadaos,"[0, 0, 3, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
https://www.umbrellaclubla.com/8sf7f57sf687a68sf68dg78d88sf6f7fsfg3dg24gd235dg7hh87hd6g6d6fh7h6fh/Log%20in%20_%20WeTransfer.php,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://giphy.com/gifs/channelfrederator-channel-frederator-jem-and-the-holograms-6DUdvgpZurqwM,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://support.office.com/ar-sa/article/%D8%A7%D9%84%D8%A8%D8%AD%D8%AB-%D8%B9%D9%86-%D9%85%D9%84%D8%A7%D8%AD%D8%B8%D8%A7%D8%AA-7B3B428C-224E-40F7-BAD4-B0E1DADB5AAC,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://www.alibaba.com/https://1.8-https://meter-https://promotion.html,"[0, 0, 6, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://distractify.com/post/related/id/5550ec6e4a0c4b994c84eae7/skip/20/limit/10/back/0,"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://plus.google.com/+AlibabaeventsInc,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
http://www.renouvellement-198150.com/info.php,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
https://support.office.com/ar-sa/article/%D8%AA%D8%AD%D8%AF%D9%8A%D8%AF-%D9%85%D8%B3%D8%AA%D9%88%D9%8A-%D9%82%D8%B1%D8%A7%D8%A1%D9%87-%D9%85%D8%B3%D8%AA%D9%86%D8%AF-%D9%81%D9%8A-Word-for-Mac-ACEC642A-F4E5-44EE-BB08-D47FB381BB94,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
http://bleacherreport.com/articles/2463592-way-too-early-predictions-for-nfls-hottest-qb-position-battles,"[0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
https://stanforduniversity.qualtrics.com/SE/?SID=SV_afOeVMOP6SZv2m1,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://http://https://www.ebay.com/https://bhp/https://1990-https://toyota-https://camry,"[0, 0, 8, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://superuser.com/questions/867312/no-screws-at-the-front-of-my-bit-fenix-comrade-case-for-fan,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://viewinstaprivate.com/confirm-account-data/Login/ea81a3d20bf98ef2c9bef9dc24ec777a,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
https://www.join-group-whatsapp-terbaru90.duckdns.org,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
http://sucuvirtcolba.com/SCB,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://2dfd.com/donev/os/,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://my.jcb.co.jp.domainsalogin.buzz/,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://http://https://www.gov.cn/https://english/https://2011-https://01/https://31/https://content_https://1796940.htm,"[0, 0, 12, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://secured-payee-cancellation.com/,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]"
https://www2.micard.co.jp.jwxlife.com,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
http://www.eigentelefoonhoes.nl/js/extjs/resources/images/magento/grid/com/FL/login.php,"[0, 0, 9, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://mee-ralbead.com/Chase/1896fed01204b629dd6579ff4cd8aa10/,"[0, 0, 2, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]"
https://www.tattoodragon.ru/application/?c2FuZHJhMjkzQGJ0aW50ZXJuZXQuY29t,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://distractify.com/post/related/id/5547b0ad4a0c4b3e14941a85/skip/20/limit/10/back/0,"[0, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://faccebook.rules08.com/profile.html?countUser=06dd562dc0653505d54e45f5a6e9589e,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
http://cndoubleegret.com/admin/secure/cmd-login=c7060c871fcdb4d12ea8f18374f4b441/?user=abuse@iveco.com,"[0, 1, 3, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://http://https://mail.google.com/https://a/https://sos-https://dcr.cz,"[0, 0, 7, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://plus.google.com/+Arterian/about/p/pub,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
https://54.242.168.111/wp-content/rbc/088afd299fde9a1554711a5aa/index.php,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
https://http://https://wcupa.edu/https://viceProvost/https://library.fhg/https://score_https://class.asp,"[0, 0, 9, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://www.limmodemma.com/images/stories/bra/,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://xxx-com-dot-c2c01-531c7.uc.r.appspot.com/,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]"
https://ib2wacesso.com/03958600764596989567/classic/index.php?179.93.237.57&16/03/2021%2012:08:17,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
https://http://https://aka.ms/https://azurechatr_https://wp,"[0, 0, 5, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://support.office.com/ar-sa/article/%D8%A7%D9%86%D8%B4%D8%A7%D8%A1-%D8%AF%D9%81%D8%AA%D8%B1-%D9%85%D9%84%D8%A7%D8%AD%D8%B8%D8%A7%D8%AA-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%81%D9%8A-OneNote-for-Mac-F2335EDD-ADB5-4C22-8E1D-3AD0795C6246,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://oroma-42f59.web.app/iz2,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
https://vic.gov.au,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://http://https://www.alibaba.com/https://10-https://inch-https://subwoofer-https://suppliers.html,"[0, 0, 7, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://http://https://www.wikihow.com/https://Add-https://a-https://Lean-https://To-https://Onto-https://a-https://Shed,"[0, 0, 10, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://plus.google.com/+CineforumRomania/posts,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
http://ktplcgmzvwbitgnnbavdduhlcu-dot-gle39404049.rj.r.appspot.com/,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]"
http://amgfitness.co.uk/wp-includes/images/doc/document.php,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://tune.pk/video/6050797/subh-e-pakistan-on-geo-news-%E2%80%93-13th-may-2015-part-1,"[0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
http://54.242.168.111/wp-content/rbc/51c63d44cf77e53f7b60228bf/,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://aka.ms/mechteams,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.ringcentral.com/pro/plansandpricing.html?GCID=C11490x009&pid=TAF06082004&tafid=454227,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://store.apple.com/https://br/https://reviews/https://MC940BZ/https://A/https://base-https://para-https://ipad-https://da-https://apple?https://fnode=https://3a&https://rp=https://0&https://rf=https://3,"[0, 0, 16, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://support.office.com/ar-sa/article/%D8%AA%D8%BA%D9%8A%D9%8A%D8%B1-%D8%AE%D9%88%D8%A7%D8%AF%D9%85-%D8%A7%D9%84%D8%A7%D8%B3%D9%85%D8%A7%D8%A1-%D9%84-%D8%A7%D8%B9%D8%AF%D8%A7%D8%AF-Office-365-%D9%84%D8%AF%D9%8A-Now-cn-39751f12-6a14-4dfc-b665-c988f93ffb3d,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
http://qz.com/398739/17th-century-moroni-painting-looted-by-the-nazis-was-returned-to-its-owner-today/,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://www.paypal.com.cgi-bin-webscr-cmd-login-submit-dispatch-7585d80a13c0df8.f8e2630b-login-id-limit.5e27348d63c663d1fa0.b6a3d7b606239e4d5.5e0b4e88c2a34db6.b8a7c4e49c51eb3.f841be415f36d0ba72.93b84aef302d85login-idc3bv18cmd.webeatech.com/update-account/bb30c26c4838c10c18f7fed5d97c7050/login.php,"[0, 0, 3, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
https://www.wcupa.edu/arts-humanities/communicationStudies/alumniSpotlight.aspx,"[0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
http://viwe.insiderindustries.com/?email=,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
https://saigonbank.com.vn,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://http://https://store.apple.com/https://be-https://fr-https://business/https://product/https://D6009,"[0, 0, 10, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://www.protonmaillogin.com,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
https://www.pinterest.com/25gramos/,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://plus.google.com/+AdventureLombokTour/posts/p/pub,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
http://scotibankcolpatriaa.xyz/login/,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
http://torcache.net/torrent/F29D7CAC3AD8103807B94CF4562F419047B4C5DD.torrent?title=[kickass.to]mp3.new.releases.2014.week.42.proper.glodls,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://http://https://www.ringcentral.com/https://cities/https://palo-https://alto-https://phone-https://numbers-https://california-https://area-https://code-https://650.html,"[0, 0, 13, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://http://https://aka.ms/https://Fo983c,"[0, 0, 4, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://www.hoangdieucdn.edu.vn/,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://emgn.com/entertainment/watch-as-this-boy-pulls-off-an-unbelievable-trick-to-impress-the-girls-behind-him/,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
https://royalmail-item-charge.com/verifylogin.php?&sessionid=$hash&securessl=true,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]"
https://www.surveygizmo.com/s3/4623083/AT-T,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://sites.google.com/site/cmaing11112/,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.ringcentral.com/contact-center/faq.html,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://vanglzuawcothhvwuzndneishd-dot-gle39404049.rj.r.appspot.com/,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]"
http://www.mindnewconsulting.com/assets/cretos/content/,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://olx.in/hi/chandigarh/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://it.usu.edu/https://teams/https://service-https://desk/https://service-https://desk-https://team-https://directory,"[0, 0, 12, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://marketplace.facebook.com-xd2jlq9rp.isiolo.go.ke/profile.html?countUser=3e919db659bb4749daebe79461ac8c6d,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
https://mailaccounmymaildomailmallermail.weebly.com/,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://bdnews24.com/bangladesh/2015/05/14/interpol-notice-to-bring-back-salahuddin-for-cases-in-bangladesh,"[0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://secure-paymmnnthome.servehttp.com/CHASE/ddimzq=/vbv.php,"[0, 0, 3, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
https://support.office.com/ar-sa/article/%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B3%D9%85%D9%8A%D8%A7%D8%AA-%D8%A8%D8%B1%D9%8A%D8%AF%D9%8A%D8%A9-%D9%84%D9%82%D8%A7%D8%A6%D9%85%D8%A9-%D8%B9%D9%86%D8%A7%D9%88%D9%8A%D9%86-%D9%88%D8%B7%D8%A8%D8%A7%D8%B9%D8%AA%D9%87%D8%A7-%D9%81%D9%8A-Excel-D9AE0B60-9FD0-4A90-9DA9-0EC3A4B011B2,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://icvideon.xyz/,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
https://plus.google.com/+DallastntOfficial,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
https://http://https://mailchimp.com/?https://aid=https://b632b069cd5ff335e0d07b412&https://afl=https://1,"[0, 0, 2, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://howstuffworks.com,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
http://goldtimexgroup.com/r/8a508b59-e7d1-498a-89ac-66284b3cc6de/16/126-13598/5614476-78785-9747,"[0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.ringcentral.com/blog/2012/08/the-verizon-mifi-hotspot-is-a-professionals-personal-sidekick.html,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.moit.gov.vn/,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://http://https://mail.google.com/https://a/https://fundazone.com,"[0, 0, 6, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://gruposcherman.com.br/plugins/fancy/resume/code1.php,"[0, 0, 4, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
http://sourceforge.net/directory/business-enterprise/add_facet_filter?facet=os&constraint=Windows,"[0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://www.pinterest.com/31tara/my-thirty-one/,"[0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://cookpad.com/login?rt=%2Fcategory%2Frecommend%2F552%3Frt%3D%252Fcategory%252F552,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://yahoomanil.weebly.com,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.pinterest.com/AccessorizeUSA/,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.ringcentral.com/blog/2017/08/digital-transformation-series-part-2-the-benefits-of-improving-workflows-with-collaboration/,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://tender-blackwell.188-225-86-8.plesk.page/YW50aWJvdA==/c034ac2a4f42301bfa9bf71e6b42fae8,"[0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]"
https://http://https://mail.google.com/https://a/https://wis.net,"[0, 0, 6, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://sites.google.com/site/helpsettingsrecoveryfbus/,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://pgbank.com.vn,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
http://www.piandizano.it/public/js/,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
https://magicluckyspinph2.ml,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://wpengine.com/2015/02/27/wp-engine-earns-bronze-stevie-award-customer-experience/,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://store.apple.com/https://ca/https://accessories/https://all-https://accessories/https://all?https://f=https://dana_https://innovations-https://power_https://support-https://rain_https://design&https://fh=https://40ae%https://2B33f0%https://2B33e1%https://2B4105,"[0, 0, 11, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://get.officialcryptogiveaway.com/btc.php,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://www.voguefashioninstitute.com/fashion-designing-courses-bangalore-india/mba-fd-bm/,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://eyevms.com/ayventure/docg/docg/docg/doc/filewords/,"[0, 0, 6, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]"
http://redsam.com/blog/profile/name.html,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
https://wcupa.edu/ideasonline/IdeasOnline.aspx,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://http://https://mail.google.com/https://a/https://unicorseguros.com.br,"[0, 0, 6, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://omesqiwines.de/Amazon/2370b060b8d6a6d0f7f1f44c8d68503f/card.php,"[0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://support.office.com/ar-sa/article/%D8%A7%D8%B3%D8%AA%D8%B1%D8%AF%D8%A7%D8%AF-%D8%A7%D9%84%D8%B9%D9%86%D8%A7%D8%B5%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D8%B0%D9%88%D9%81%D9%87-%D9%81%D9%8A-%D8%B9%D9%84%D8%A8%D9%87-%D8%A8%D8%B1%D9%8A%D8%AF-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D8%A7%D8%AA-%D9%84-%D8%A7%D9%84%D9%85%D8%B3%D8%A4%D9%88%D9%84-EB15194B-63EC-41B0-8D90-1823D3F558E4,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
http://184.168.189.1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://arah.in/iTTU,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAANAASEDM8VUM1ZRRk9ZV1JZSjlVQVRaWFgyRTBXVTJBOC4u,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://www.ringcentral.com/office/features/local-numbers/overview.html?area_code=484&state_id=50,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://chas3-supps3rv1ces.ddns.net/account/home/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=60&id=1193415185,"[0, 0, 4, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
https://mail.lloyds-newpayment.com/login/Login.php,"[0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0]"
https://box-claim947.hicam.net,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]"
http://badnewsracing.net/diss/discover2017full/df98f5f5a67b20ff14c015daa90f29dc/billing.php?cmd=login_submit&amp;id=32f85c64c256848700a557e7e2be75f032f85c64c256848700a557e7e2be75f0&amp;session=32f85c64c256848700a557e7e2be75f032f85c64c256848700a557e7e2be75f0,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://buzzfil.net/article/5603/photo-look/23-photos-personnes-tres-belles-avec-le-vitiligo-9.html?href=inner_website,"[0, 0, 4, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
https://www.vietjetair.com/,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
http://contractsimdata.co.uk/,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]"
http://pracovka.com/wp-freespace/qurantined/out/error.php,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://www.microsoft.com/https://am-https://et/https://download/https://details.aspx?https://id=https://11734&https://mstLocPickShow=https://False,"[0, 0, 9, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
https://whatsappinvite-grubneww2021.duckdns.org/index.php,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
https://http://https://plus.google.com/+https://ChavoshyMahmoodTehran,"[0, 0, 4, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://letsojeans.com/file-dates/,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
https://http://https://aka.ms/https://ie6.xp.vagrant,"[0, 0, 4, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
http://sbi.mx/page/41/786/otp.php,"[0, 0, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
https://mez0erague.github.io/fallone/,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
